,id,title,publication_date,doi,cited,authors,locations,location_count
131,https://openalex.org/W4313535197,COVID-19 БИЛАН ОҒРИГАН ТИШСИЗ БЕМОРЛАРНИ ОРТОПЕД СТОМАТОЛОГ ЁНДАШУВИДА РЕАБИЛИТАЦИЯ ҚИЛИШДАН ИЗЛАНИШЛАР,2023-01-05,https://doi.org/10.5281/zenodo.7505340,0,Khabilov Nigman Lukmonovich Sharipov Salim Salomovich,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7505340,1
132,https://openalex.org/W4313535249,Strengthening COVID-19 Health Policy to Reopen  the University for Face-To-Face Classes  in the New Normal,2023-01-05,https://doi.org/10.5281/zenodo.7506471,0,Christian M. Sabando,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7506471,1
133,https://openalex.org/W4313608831,ANÁLISE DAS ESTRATÉGIAS FARMACOLÓGICAS VOLTADAS PARA PACIENTES COM COVID-19: UMA REVISÃO SISTEMÁTICA,2023-01-06,https://doi.org/10.5281/zenodo.7509706,0,"Cinthya Iamille Frithz Brandão de Oliveira, Renato de Andrade Fernandes, Bárbara Letícia da Costa Corrêa, Gabriela Alarcón Alcântara",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7509706,1
134,https://openalex.org/W4313609182,Arundhati Roy as an Environmentalist with special reference to the context of Covid-19,2023-01-05,https://doi.org/10.5281/zenodo.7505792,0,"Reena Ranjith, K. T. Manjula",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7505792,1
135,https://openalex.org/W4313609193,IMPACTOS DOS PROTOCOLOS DO USO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL EM PROFISSIONAIS DA SAÚDE NA PREVENÇÃO DA COVID-19: UMA REVISÃO RÁPIDA,2023-01-05,https://doi.org/10.5281/zenodo.7508301,0,"Maria Fernanda Cardozo Marcelino, Maria Liliane Freitas Mororó, Tatiana Yonekura",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7508301,1
136,https://openalex.org/W4313681702,As ações de Educação Ambiental promovidas no Ensino Remoto durante a pandemia da Covid 19 e a Agenda 2030,2023-01-06,https://doi.org/10.5281/zenodo.7510978,0,"J. V. A Almeida, Ligia María Guzmán de Ascencio, A. M. T Caminhas",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7510978,1
137,https://openalex.org/W4313681734,Análise da relação entre a dinâmica espacial da COVID-19 em 2021 e estabelecimentos comerciais: contribuições do geoprocessamento,2023-01-06,https://doi.org/10.5281/zenodo.7510907,0,"A. de L Araújo, T. L Do Amaral, V. M Santa Lucia, J. N. do A Ribeiro, Alexandro Corrêa",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7510907,1
138,https://openalex.org/W4313682694,O PROFISSIONAL DE EDUCAÇÃO FÍSICA EM FACE À PANDEMIA DE COVID-19,2023-01-06,https://doi.org/10.5281/zenodo.7510819,0,FABIO JOSÉ ANTONIO DA SILVA1; VINICIUS DA SILVA FREITAS2; MICHEL DA COSTA3; AMANDA BARBOSA DA …,"submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7510819, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7512652",2
139,https://openalex.org/W4313682695,O PROFISSIONAL DE EDUCAÇÃO FÍSICA EM FACE À PANDEMIA DE COVID-19,2023-01-06,https://doi.org/10.5281/zenodo.7512652,0,FABIO JOSÉ ANTONIO DA SILVA1; VINICIUS DA SILVA FREITAS2; MICHEL DA COSTA3; AMANDA BARBOSA DA …,"submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7512652, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7510819",2
140,https://openalex.org/W4313783228,IFRS Implications of Covid 19 on Financial Reports: BIST 100 Analysis,2023-01-08,https://doi.org/10.5281/zenodo.7513314,0,"Fatma İZMİRLİ ATA, Umut Burak Geyikçi, Lale YAKUPOĞLU","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7513314, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7513331",2
141,https://openalex.org/W4313784234,Digital skills in the performance of primary level teachers in times of the Covid -19 pandemic,2023-01-07,https://doi.org/10.5281/zenodo.7513084,0,"Mónica Isabel Mimbela Ruiz, Juan Carlos Cabrejos Ramos, Karla Robalino Sánchez, Liliana Carmen Carrasco Lino, Jorge Luis Manchego Villarreal",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7513084,1
142,https://openalex.org/W4313784277,Development of emotional competencies in classrooms in times of pandemic - Covid -19: Systematic review,2023-01-07,https://doi.org/10.5281/zenodo.7513068,0,"Catherine Felicita Ramos Clavo, Gloria María Villa Córdova, Jorge Luis Manchego Villarreal, José Mercedes Valqui Oxolón, Gisella Socorro Flores Mejía",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7513068,1
143,https://openalex.org/W4313784300,Procesos educativos desde una perspectiva social en tiempos de Covid-19,2023-01-05,https://doi.org/10.5281/zenodo.7508881,0,William Gregorio Díaz Briones,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7508881,1
144,https://openalex.org/W4313831096,"The Impact of Spiritual, Social, And Emotional Intelligence on the Performance of SMEs in the Covid-19 Pandemic",2023-01-09,https://doi.org/10.5281/zenodo.7514518,0,Jumadi Jumadi,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7514518,1
145,https://openalex.org/W4313837673,Accurate prediction on COVID-19 vaccination's effectiveness in the past,2023-01-09,https://doi.org/10.5281/zenodo.7516443,0,Li Liu,"submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7516443, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7623964",2
146,https://openalex.org/W4313837686,STATUS OF LEARNING AMID COVID -19 FOR LEARNERS WITH DISABILITIES AND THE ACCOMPANYING SCHOOL CLOSURES: A CASE OF SELECTED COUNTIES IN KENYA,2023-01-07,https://doi.org/10.5281/zenodo.7512173,0,Alice Omariba,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7512173,1
147,https://openalex.org/W4313838498,Virtual education and virtual learning environments for university students in times of the Covid-19 pandemic,2023-01-08,https://doi.org/10.5281/zenodo.7514041,0,"Karla Robalino Sánchez, Francis Ibarguen Cueva, Yolanda Felícitas Soria Pérez, Zoila Ayvar Bazán, Abel Alejandro Tasayco Jala",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7514041,1
148,https://openalex.org/W4315432439,Juridical Analysis of Government Regulation Number 35 of 2021 Regarding Massive Party Officers During the COVID-19 Pandemic,2023-01-10,https://doi.org/10.5281/zenodo.7521530,0,"Muhammad Haidar Fazlurrahman, Rof'ah Setyowati",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7521530,1
149,https://openalex.org/W4315433298,Financial Performance Analysis and Financial Distress Prediction of Indonesia State-Owned Enterprises in The Construction Industry Listed on IDX Before and During Economic Crisis in the Covid-19 Pandemic Era (Period 2019 - 2021),2023-01-10,https://doi.org/10.5281/zenodo.7521140,0,"Rachmadiosi Muhammad, Raden Aswin Rahadi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7521140,1
150,https://openalex.org/W4315605775,Resultados de la evolución de la pandemia de COVID-19 en Ecuador: una comparativa con Sudamérica,2023-01-10,https://doi.org/10.5281/zenodo.7521707,0,"Juan Alberto Viteri-Rodríguez, Ana Belén Pérez Proaño, Marlon Andrés García Santamaría, Gabriela Liseth Vaca Altamirano",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7521707,1
151,https://openalex.org/W4315605840,Implementación de medidas de bioseguridad en pacientes odontológicos para evitar contagio por COVID-19,2023-01-10,https://doi.org/10.5281/zenodo.7521912,0,Emma Maricela Arroyo-Lalama,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7521912,1
152,https://openalex.org/W4315605876,Alternativas terapéuticas paliativas empleadas ante el covid-19 por la población Kichwa de la comunidad Pavayacu,2023-01-10,https://doi.org/10.5281/zenodo.7521884,0,"Mildred Mercedes Vidal del Río, Raúl González-Salas, Karla Alejandra Lascano Álvarez, Trávez Valencia José Fernando",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7521884,1
153,https://openalex.org/W4315607296,THE IMPORTANCE OF PROFESSIONAL SELF-ASSESSMENT OF MEDICAL PERSONNEL IN COVID-19 CORONAVIRUS INFECTION,2023-01-11,https://doi.org/10.5281/zenodo.7523817,0,M. Prozorova,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7523817,1
154,https://openalex.org/W4315750866,Parental Involvement of Children with Special Needs in Distance Education amid the COVID-19 pandemic: A Transcendental Phenomenology,2023-01-12,https://doi.org/10.5281/zenodo.7528267,0,"Antonette Paler, Cecilia Elena Delos Reyes, Reylan G. Capuno, Ramil P. Manguilimotan, Jonathan O. Etcuban, Niña Rozanne Delos Reyes, Lilibeth C. Pinili",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7528267,1
155,https://openalex.org/W4315751137,Technological revolution in the educational sector – A post Covid scenario,2023-01-02,https://doi.org/10.5281/zenodo.7528082,0,Dr Tripura Sundari.C.U,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7528082,1
156,https://openalex.org/W4315751455,Effects of ICT on TVET Education During the Covid-19 Pandemic,2023-01-02,https://doi.org/10.5281/zenodo.7528060,0,"Aliyu Mustapha, M. Abdulkadir, HASSAN Abdullahi Mohammed, Abdullahi Egigogo RAJI, MUSA Abdurrahaman Ewugi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7528060,1
157,https://openalex.org/W4315925789,RESPONDING TO THE COVID-19 PANDEMIC: LIMITATIONS OF UTILITARIANISM,2023-01-09,https://doi.org/10.5281/zenodo.7516956,0,Nalakath Arakkal Uvais,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7516956,1
158,https://openalex.org/W4316143981,Impact de la pandémie de la covid-19 sur l'activité des petites et moyennes entreprises de la ville de Mbuji-Mayi,2023-01-15,https://doi.org/10.5281/zenodo.7535461,0,Glory KANGODIA KANGODIA,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7535461,1
159,https://openalex.org/W4316143998,SALUD MENTAL DE LOS UNIVERSITARIOS DURANTE EL CONFINAMIENTO SANITARIO POR COVID-19,2023-01-11,https://doi.org/10.5281/zenodo.7527442,0,"Elizabeth Huisa, Román Jesús Marquina-Lujan, Irma Gómez, Selene Castillo",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7527442,1
160,https://openalex.org/W4316173603,ПОКАЗАТЕЛИ ДЛИТЕЛЬНОГО МОНИТОРИРОВАНИЯ СЕРДЕЧНОГО РИТМА У ПАЦИЕНТОВ С КОРОНАВИРУСНОЙ ИНФЕКЦИЕЙ (COVID-19),2023-01-14,https://doi.org/10.5281/zenodo.7536195,0,Султанова М.Х. Хидоятова М.Р.,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7536195,1
161,https://openalex.org/W4316173934,OS DESAFIOS ENFRENTADOS PELOS GESTORES PÚBLICOS NA ÁREA DA SAÚDE DURANTE A PANDEMIA DE COVID-19,2023-01-14,https://doi.org/10.5281/zenodo.7536959,0,"Rogério de Oliveira Carvalho, Adson Biazatti, Orientador Profa. Ms. Nathalia Martins da Silva Reis Pimentel",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7536959,1
162,https://openalex.org/W4316174003,Review of Literature on Impact of Covid-19 on Indian Economy,2023-01-14,https://doi.org/10.5281/zenodo.7536636,0,Geetika Kalyani Sahastrabuddhe,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7536636,1
163,https://openalex.org/W4316338864,Changing Paradigm of Indian Politics after COVID-19,2023-01-03,https://doi.org/10.5281/zenodo.7538108,0,SK Barwar,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7538108,1
164,https://openalex.org/W4316338965,Transformation of the Regional Security Agenda in Northeast Asia in the Post-Covid Period: Non-Military Aspects,2023-01-03,https://doi.org/10.5281/zenodo.7538100,0,Prof. Evgenii Gamerman,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7538100,1
165,https://openalex.org/W4316339178,"A Study of Vaccination Drive Towards Covid-19 in Sangli and Kolhapur District of Maharashtra, India",2023-01-03,https://doi.org/10.5281/zenodo.7538098,0,Dr Prakash Rajaram Chavan,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7538098,1
166,https://openalex.org/W4316339190,Effect of Covid-19 Loan on Youth Empowerment in Chanchaga Local Government Area of Niger State,2023-01-03,https://doi.org/10.5281/zenodo.7538085,0,"Mohammed Mohammed Ndagi, Ibrahim Abdulrahman",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7538085,1
167,https://openalex.org/W4316339865,A Comparison of the Impact of COVID-19 Pandemic Remote Working Conditions on Academic’ Family-Work Balance and Personal Performance: A Case Study,2023-01-05,,0,Yasemin Sarıcı Aytan,submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/iesbad/issue/75244/1229770,1
168,https://openalex.org/W4316511558,"ОЦЕНКА КЛИНИКО-ЛАБОРАТОРНЫХ  ПРОЯВЛЕНИЙ У ЖЕНЩИН В ПЕРИМЕНОПАУЗЕ ПОСЛЕ ПЕРЕНЕСЕННОЙ COVID-19 ЧЕРЕЗ 1,3 МЕСЯЦЕВ ПОСЛЕ ВЫПИСКИ ИЗ СТАЦИОНАРА.",2023-01-16,https://doi.org/10.5281/zenodo.7539605,0,Иргашева С.У. Азамкулова Н.О.,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7539605,1
169,https://openalex.org/W4316511712,DESAFIOS PARA SAÚDE PÚBLICA EM TEMPOS DE PANDEMIA DO COVID-19: PERSPECTIVAS ATUAIS,2023-01-16,https://doi.org/10.5281/zenodo.7540618,0,Maria Andhiara Kaele Feitosa Silva; Valeska Gomes de Oliveira; Joseanne Maria Xavier de Albuquerque…,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7540618,1
170,https://openalex.org/W4316588941,IMPLICAÇÕES DA PANDEMIA DO COVID-19 NO ATENDIMENTO HUMANIZADO: UMA PERSPECTIVA MULTIPROFISSIONAL EM SAÚDE,2023-01-16,https://doi.org/10.5281/zenodo.7540587,0,Maria Andhiara Kaele Feitosa Silva; Larissa Gabriele Farias e Silva; Jaqueline fernandes ribeiro; …,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7540587,1
171,https://openalex.org/W4316589069,INVESTIGATIONAL TREATMENT OF COVID 19,2023-01-16,https://doi.org/10.5281/zenodo.7541678,0,Supriya P Jogdand Ishika S. Bijore,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7541678,1
172,https://openalex.org/W4316926064,Impact of covid-19 on Indian Monsoon During (2019-2022): Proposed work,2023-01-04,https://doi.org/10.5281/zenodo.7542825,0,"Pushpesh Dutt Tiwari, Mayank Pandey, Mahesh Dutt Tiwari, Shipra",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7542825,1
173,https://openalex.org/W4316926088,"Post Covid-19 Paradigm Shift in Social Sciences, Technology and Public Health in Nigeria",2023-01-04,https://doi.org/10.5281/zenodo.7542851,0,"Olugbenga Dr ADETOLA, Saheed Dr Akindamola, Maryam Popoola-Adebayo, Seun Samuel Dr Fogbonjaiye",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7542851,1
174,https://openalex.org/W4317351699,Paradigm Shift Caused by COVID Pandemic,2023-01-05,https://doi.org/10.5281/zenodo.7547824,0,"Savita Mandan, Nikita Kumawat",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7547824,1
175,https://openalex.org/W4317351702,Post covid-19 paradigm shift in public health,2023-01-05,https://doi.org/10.5281/zenodo.7547841,0,Amit Vilasrao Pondkule,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7547841,1
176,https://openalex.org/W4317353393,ANÁLISE DA SAÚDE MENTAL NO TRABALHO NO CONTEXTO DA COVID-19: UMA REVISÃO INTEGRATIVA,2023-01-17,https://doi.org/10.5281/zenodo.7545333,0,Francisca Maria Pinheiro PORTELA,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7545333,1
177,https://openalex.org/W4317466083,Lactoferrin: Potential to prevent COVID-19,2023-01-19,https://doi.org/10.5281/zenodo.7550184,0,Pavel Rout Akshay Ramani,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7550184,1
178,https://openalex.org/W4317467131,Perceived Needs by Spanish Teachers in the Return to the Classroom in Times of COVID-19,2023-01-19,https://doi.org/10.5281/zenodo.7549712,0,"Alberto Sanmiguel-Rodríguez, Raquel Leirós‐Rodríguez, Víctor Arufe-Giráldez, Andrea García Fernández, José Luis García Soidán, Rubén Navarro-Patón",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7549712,1
179,https://openalex.org/W4317472574,Hegemony and Academic Precariousness: University Education in Chile in times of Covid 19,2023-01-18,https://doi.org/10.5281/zenodo.7548701,0,"Ana Paula Lemes, Zepeda, Lílian Monteiro Pereira Palma",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7548701,1
180,https://openalex.org/W4317558519,The Entrepreneurial Preference For Conventional Work Settings Over Hybrid Work; Post-Covid-19 Contextual Evidence,2023-01-20,https://doi.org/10.5281/zenodo.7553124,0,Michael Yemoh,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7553124,1
181,https://openalex.org/W4317565408,ANÁLISE DO IMPACTO DA PANDEMIA DE COVID-19 NO TRATAMENTO CIRÚRGICO DA COLECISTOPATIA CALCULOSA,2023-01-19,https://doi.org/10.5281/zenodo.7552238,0,"Gustavo Toaiari Staico, Mônica Yuri Sakaguchi, Nathalia Garcia Galache, André Joko Henna, Henrique Gabilan Ceroni",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7552238,1
182,https://openalex.org/W4317673708,Whatsapp Business As Customer Relationship Management Media (Study of PT. Gramedia Customer's Loyalty During Covid-19 Pandemic),2023-01-21,https://doi.org/10.5281/zenodo.7556549,0,Nurhidayat Fitri Wahyu Rahmadania,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7556549,1
183,https://openalex.org/W4317674241,Secondary Socialization Model In Effort to Prevent  The Spread of Covid-19 for Residents of Rt 015 Rw 08  Palmeriam Matraman East Jakarta,2023-01-21,https://doi.org/10.5281/zenodo.7556571,0,Bintang Nurijadi Novida Irawan,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7556571,1
184,https://openalex.org/W4317714165,Post Covid-19: Impact on Indian Business,2023-01-01,https://doi.org/10.5281/zenodo.7558221,0,"Dr Bobby.B.Pandey, Neha Khilwani",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7558221,1
185,https://openalex.org/W4317715110,Covid-19 Paradigm shift in Corporate Social Responsibility: A Study of Indian Companies,2023-01-01,https://doi.org/10.5281/zenodo.7558234,0,"Pooja Sharma, Ankit Yadav, Jyoti",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7558234,1
186,https://openalex.org/W4317715118,A CORRELATION BETWEEN RHEUMATOID ARTHRITIS AND COVID-19,2023-01-22,https://doi.org/10.5281/zenodo.7558696,0,J S Venkatesh Upendra N,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7558696,1
187,https://openalex.org/W4317756948,"Barriers to Cooperation Among Cooperatives: Evidence from Cooperatives in Umgungundlovu District Municipality, South Africa",2023-01-01,https://doi.org/10.2139/ssrn.4330724,0,Andrew Emmanuel Okem,submittedVersion - https://doi.org/10.2139/ssrn.4330724,1
188,https://openalex.org/W4317760355,PUBLIC OPINION ON COVID-19 VACCINES AND VACCINATION IN BULGARIA,2023-01-23,https://doi.org/10.5281/zenodo.7560316,0,"D. Penchev, Р. Златанова-Великова, D. Petkova",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7560316,1
189,https://openalex.org/W4317760727,FEATURES OF EMOTIONAL BURNOUT OF HEALTHCARE PROFESSIONALS DURING THE COVID-19 PANDEMIC,2023-01-22,https://doi.org/10.5281/zenodo.7559140,0,"E.R. Davletshina, R.R. Halfina",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7559140,1
190,https://openalex.org/W4317769174,Situación de las enfermedades infecciosas desatendidas en el contexto de la pandemia por la COVID-19,2023-01-23,https://doi.org/10.5281/zenodo.7559432,0,"Carlos Joaquín Espinoza-Morales, Fritz Fidel Váscones Román",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7559432,1
191,https://openalex.org/W4317840018,Do sources of health information regarding COVID-19 differ among vaccinated and unvaccinated nursing students?,2023-01-01,https://doi.org/10.7302/6778,0,Kendra Selby,submittedVersion: University of Michigan–Ann Arbor - https://hdl.handle.net/2027.42/175564,1
192,https://openalex.org/W4317854241,"New challenge in Smart Cities and customer delivery services, DHI epidemic hazards assessment, COVID-19 case",2023-01-24,https://doi.org/10.5281/zenodo.7565896,0,Rafał Burdzik,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7565896,1
193,https://openalex.org/W4317858199,O IMPACTO DA COVID-19 NAS DOENÇAS DE NOTIFICAÇÃO OBRIGATÓRIA,2023-01-23,https://doi.org/10.5281/zenodo.7562445,0,"Monise Santana Braga, Lorranne Dias Lima",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7562445,1
194,https://openalex.org/W4317858560,Orofecal transmission of SARS-CoV-2 and infection with COVID-19: systematic review of studies employing viral culture.,2023-01-24,https://doi.org/10.5281/zenodo.7564546,0,sara gandini,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7564546,1
195,https://openalex.org/W4317858921,PROGNOSTIC FEATURES OF HEMATOLOGICAL AND BIOCHEMICAL PARAMETERS IN PATIENTS COVID-19 INFECTED,2023-01-24,https://doi.org/10.5281/zenodo.7565231,0,"D. Abasova, S. Suleymanova, N. Rzayeva, V. Mikayilova",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7565231,1
196,https://openalex.org/W4317859132,COVID-19 pandemisi sürecinde okul yöneticilerinin öğretimsel liderler olarak okul yönetiminde yaşadıkları sorunlar ve çözüm önerileri,2023-01-24,https://doi.org/10.5281/zenodo.7564193,0,Aktay vd,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7564193,1
197,https://openalex.org/W4317859147,Analysis of the Implementation of Social Distancing at the Beginning of a Pandemic as a Response to Preventing the Transmission of Covid-19,2023-01-24,https://doi.org/10.5281/zenodo.7564724,0,"Ratna Dian Kurniawati, Antri Ariani, Rifaldi Luqman Pratama, Fikri Mourly, Richa Noprianty","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7564724, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7563929",2
198,https://openalex.org/W4317859404,Analysis of the Implementation of Social Distancing at the Beginning of a Pandemic as a Response to Preventing the Transmission of Covid-19,2023-01-24,https://doi.org/10.5281/zenodo.7563929,0,"Ratna Dian Kurniawati, Antri Ariani, Rifaldi Luqman Pratama, Fikri Mourly, Richa Noprianty","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7563929, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7564724",2
199,https://openalex.org/W4317987415,Cytomorphometric Changes of Buccal Exfoliated Pap Stained Smears among COVID-19 Recovered Patients; Sudan 2022,2023-01-25,https://doi.org/10.5281/zenodo.7568971,0,"Sahar Elderdiri Gafar Osman, Osman Mohammed Elmahi, Nusaiba Mohammed Almobarak Alsmmani, Adam Ali Abd Alwahab, Amna Mohammed Noor Alseedig, Duha Alseedig Ahmed, Islam Atif Saad, Mohammed Qamar Aldawla Altayeb, Ragda Mohammed Mohammed Zain, Tibyan Adil Abd Allah",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7568971,1
200,https://openalex.org/W4317987504,Penggunaan Video Ekosistem Sebagai Sarana Pembelajaran Pada Masa Pandemi Covid-19 di Sekolah Dasar,2023-01-25,https://doi.org/10.5281/zenodo.7567216,0,Juhadi Didik Tri Setiyoko,"submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7567216, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7567234",2
201,https://openalex.org/W4317987525,Penggunaan Video Ekosistem Sebagai Sarana Pembelajaran Pada Masa Pandemi Covid-19 di Sekolah Dasar,2023-01-25,https://doi.org/10.5281/zenodo.7567234,0,Juhadi Didik Tri Setiyoko,"submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7567234, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7567216",2
202,https://openalex.org/W4317988129,"Impact Evaluation of Covid-19 Technical and Financial Assistance Policies on Micro, Small and Medium Enterprises (Msmes) In Surakarta City",2023-01-25,https://doi.org/10.5281/zenodo.7568305,0,"Bambang Agus Windu Sancono, Indra Kertati",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7568305,1
203,https://openalex.org/W4317988634,"Health and safety of Covid-19 frontline healthcare workers: A case of Masvingo Urban, Zimbabwe",2023-01-25,https://doi.org/10.5281/zenodo.7567920,0,Lorie A. Kloda,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7567920,1
204,https://openalex.org/W4317990053,Validity and Reliability of the Health Belief Questionnaire Model for Mental Health Behavior COVID-19 Survivor,2023-01-25,https://doi.org/10.5281/zenodo.7569000,0,"Rohmaningtyas Hidayah Setyaningrum, Ari Probandari, Indria Hafizah, Eny Lestari, Aris Sudiyanto","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7569000, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7573905",2
205,https://openalex.org/W4318067456,The Impact of the COVID-19 Outbreak on Unmet Health Care Needs in Istanbul,2023-01-01,https://doi.org/10.2139/ssrn.4334174,0,"Yağmur Tokatlıoğlu, Seher Nur Sülkü",submittedVersion - https://doi.org/10.2139/ssrn.4334174,1
206,https://openalex.org/W4318154027,Validity and Reliability of the Health Belief Questionnaire Model for Mental Health Behavior COVID-19 Survivor,2023-01-25,https://doi.org/10.5281/zenodo.7573905,0,"Rohmaningtyas Hidayah Setyaningrum, Ari Probandari, Indria Hafizah, Eny Lestari, Aris Sudiyanto","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7573905, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7569000",2
207,https://openalex.org/W4318156140,Dietary supplement consumption and COVID-19:  Observational study on the Algerian population,2023-01-26,https://doi.org/10.5281/zenodo.7572210,0,S.Benbouabdellah,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7572210,1
208,https://openalex.org/W4318157504,Chinese Students in Italy During  and After Covid-19: Projects and Future Trends,2023-01-26,https://doi.org/10.5281/zenodo.7573879,0,Hao Xu,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7573879,1
209,https://openalex.org/W4318243411,"Covid-19 And Pandemic Control, Psychological and Emotional Demands in Treatment Processes",2023-01-13,https://doi.org/10.5281/zenodo.7574682,0,"Dilek Gerçek, Assoc. Prof. Kürşat Şahin YILDIRIMER",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7574682,1
210,https://openalex.org/W4318249015,COVID-19 PANDEMIYA JARAYONINING RAQAMLI BANK OPERATSIYALARIGA TA'SIRI,2023-01-27,https://doi.org/10.5281/zenodo.7575258,0,Zuhurov Kamoljon Zuhur o'g'li,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7575258,1
211,https://openalex.org/W4318249518,The Covid-19 Pandemic's Impact On Financial Performance And Market Performance In Nine Indonesian Business Sectors,2023-01-27,https://doi.org/10.5281/zenodo.7575452,0,"Lis Sintha, Lela Nurlaela Wati, Heri Ispriyahadi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7575452,1
