warnlist__name,warnlist__url,warnlist__additional_info,journal__id,journal__issn,journal__display_name,journal__works_count,journal__cited_by_count,journal__country_code,journal__works_api_url,article__id,article__doi,article__title,article__publication_year,article__publication_date,article__cited_by_count,article__is_retracted,article__journal,article__primary_topic,article__primary_field,author__id,author__display_name,author__orcid,institution__id,institution__display_name,institution__ror,institution__country_code,institution__type
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2019465232,https://doi.org/10.1155/2014/901540,Generalized Kudryashov Method for Time-Fractional Differential Equations,2014,2014-01-01,92,False,Abstract and Applied Analysis,Rogue Waves in Nonlinear Systems,Physics and Astronomy,https://openalex.org/A5036382597,Şeyma Tülüce Demiray,https://orcid.org/0000-0002-8027-7290,https://openalex.org/I143396566,Fırat University,https://ror.org/05teb7b63,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2019465232,https://doi.org/10.1155/2014/901540,Generalized Kudryashov Method for Time-Fractional Differential Equations,2014,2014-01-01,92,False,Abstract and Applied Analysis,Rogue Waves in Nonlinear Systems,Physics and Astronomy,https://openalex.org/A5080852772,Yusuf Pandır,https://orcid.org/0000-0003-0274-7901,https://openalex.org/I2799303410,Bozok Universitesi,https://ror.org/04qvdf239,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2019465232,https://doi.org/10.1155/2014/901540,Generalized Kudryashov Method for Time-Fractional Differential Equations,2014,2014-01-01,92,False,Abstract and Applied Analysis,Rogue Waves in Nonlinear Systems,Physics and Astronomy,https://openalex.org/A5046497623,Hasan Bulut,https://orcid.org/0000-0002-6089-1517,https://openalex.org/I143396566,Fırat University,https://ror.org/05teb7b63,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1976438599,https://doi.org/10.1155/2009/417473,Solution and Stability of a Mixed Type Cubic and Quartic Functional Equation in Quasi-Banach Spaces,2009,2009-01-01,90,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5067866161,M‎. ‎Eshaghi Gordji,https://orcid.org/0000-0002-0077-1142,https://openalex.org/I928334797,Semnan University,https://ror.org/029gksw03,IR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1976438599,https://doi.org/10.1155/2009/417473,Solution and Stability of a Mixed Type Cubic and Quartic Functional Equation in Quasi-Banach Spaces,2009,2009-01-01,90,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5009795932,S. Zolfaghari,,https://openalex.org/I928334797,Semnan University,https://ror.org/029gksw03,IR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1976438599,https://doi.org/10.1155/2009/417473,Solution and Stability of a Mixed Type Cubic and Quartic Functional Equation in Quasi-Banach Spaces,2009,2009-01-01,90,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5002181012,John Michael Rassias,https://orcid.org/0000-0001-6144-0155,https://openalex.org/I200777214,National and Kapodistrian University of Athens,https://ror.org/04gnjpq42,GR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1976438599,https://doi.org/10.1155/2009/417473,Solution and Stability of a Mixed Type Cubic and Quartic Functional Equation in Quasi-Banach Spaces,2009,2009-01-01,90,False,Abstract and Applied Analysis,Stability of Functional Equations in Mathematical Analysis,Mathematics,https://openalex.org/A5083306258,M. Bavand Savadkouhi,,https://openalex.org/I928334797,Semnan University,https://ror.org/029gksw03,IR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2050316262,https://doi.org/10.1155/2012/140679,Regularized Methods for the Split Feasibility Problem,2012,2012-01-01,89,False,Abstract and Applied Analysis,Iterative Algorithms for Nonlinear Operators and Optimization,Computer Science,https://openalex.org/A5086876412,Yonghong Yao,https://orcid.org/0000-0002-0452-785X,https://openalex.org/I198091727,Tianjin Polytechnic University,https://ror.org/00xsr9m91,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2050316262,https://doi.org/10.1155/2012/140679,Regularized Methods for the Split Feasibility Problem,2012,2012-01-01,89,False,Abstract and Applied Analysis,Iterative Algorithms for Nonlinear Operators and Optimization,Computer Science,https://openalex.org/A5060755096,Jigang Wu,https://orcid.org/0000-0002-6470-9794,https://openalex.org/I198091727,Tianjin Polytechnic University,https://ror.org/00xsr9m91,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2050316262,https://doi.org/10.1155/2012/140679,Regularized Methods for the Split Feasibility Problem,2012,2012-01-01,89,False,Abstract and Applied Analysis,Iterative Algorithms for Nonlinear Operators and Optimization,Computer Science,https://openalex.org/A5076089250,Yeong‐Cheng Liou,https://orcid.org/0000-0002-2475-3635,https://openalex.org/I91951123,Cheng Shiu University,https://ror.org/011bdtx65,TW,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2171737413,https://doi.org/10.1155/2010/258980,New Types of Continuities,2010,2010-01-01,88,False,Abstract and Applied Analysis,Statistical Convergence in Approximation Theory and Functional Analysis,Mathematics,https://openalex.org/A5052277732,İbrahi̇m Çanak,https://orcid.org/0000-0002-1754-1685,https://openalex.org/I41641357,Ege University,https://ror.org/02eaafc18,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2171737413,https://doi.org/10.1155/2010/258980,New Types of Continuities,2010,2010-01-01,88,False,Abstract and Applied Analysis,Statistical Convergence in Approximation Theory and Functional Analysis,Mathematics,https://openalex.org/A5052758843,Mehmet Dık,https://orcid.org/0000-0003-0643-2771,https://openalex.org/I192972912,Rockford University,https://ror.org/05vd6ad22,US,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2171737413,https://doi.org/10.1155/2010/258980,New Types of Continuities,2010,2010-01-01,88,False,Abstract and Applied Analysis,Statistical Convergence in Approximation Theory and Functional Analysis,Mathematics,https://openalex.org/A5052758843,Mehmet Dık,https://orcid.org/0000-0003-0643-2771,https://openalex.org/I159548981,State Street (United States),https://ror.org/0116zdb24,US,company
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2116922032,https://doi.org/10.1155/2008/581582,Euler Numbers and Polynomials Associated with Zeta Functions,2008,2008-01-01,88,False,Abstract and Applied Analysis,Arithmetic of Multiple Zeta Values and Related Functions,Mathematics,https://openalex.org/A5024416044,Toufik Mansour,https://orcid.org/0000-0001-8028-2391,https://openalex.org/I161024014,Kwangwoon University,https://ror.org/02e9zc863,KR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2141635952,https://doi.org/10.1155/2013/194286,Solution of the Fractional Black-Scholes Option Pricing Model by Finite Difference Method,2013,2013-01-01,88,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5101411526,Lina Song,https://orcid.org/0000-0001-7196-1536,https://openalex.org/I130480701,Dongbei University of Finance and Economics,https://ror.org/05db1pj03,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2141635952,https://doi.org/10.1155/2013/194286,Solution of the Fractional Black-Scholes Option Pricing Model by Finite Difference Method,2013,2013-01-01,88,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5100774625,Weiguo Wang,https://orcid.org/0000-0002-8306-2658,https://openalex.org/I130480701,Dongbei University of Finance and Economics,https://ror.org/05db1pj03,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2073925961,https://doi.org/10.1155/s1085337596000012,Generation theory for semigroups of holomorphic mappings in Banach spaces,1996,1996-01-01,87,False,Abstract and Applied Analysis,Analysis and Control of Distributed Parameter Systems,Engineering,https://openalex.org/A5057413218,Simeon Reich,https://orcid.org/0000-0003-0780-1559,https://openalex.org/I174306211,Technion – Israel Institute of Technology,https://ror.org/03qryx823,IL,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2132946020,https://doi.org/10.1155/2010/769095,"A New Generating Function of (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>q</mml:mi><mml:mtext>-</mml:mtext></mml:mrow></mml:math>) Bernstein-Type Polynomials and Their Interpolation Function",2010,2010-01-01,87,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5014126422,Yılmaz Şimşek,https://orcid.org/0000-0002-0611-7141,https://openalex.org/I197907453,Akdeniz University,https://ror.org/01m59r132,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2132946020,https://doi.org/10.1155/2010/769095,"A New Generating Function of (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>q</mml:mi><mml:mtext>-</mml:mtext></mml:mrow></mml:math>) Bernstein-Type Polynomials and Their Interpolation Function",2010,2010-01-01,87,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5014126422,Yılmaz Şimşek,https://orcid.org/0000-0002-0611-7141,https://openalex.org/I59738393,Gaziantep University,https://ror.org/020vvc407,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2132946020,https://doi.org/10.1155/2010/769095,"A New Generating Function of (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>q</mml:mi><mml:mtext>-</mml:mtext></mml:mrow></mml:math>) Bernstein-Type Polynomials and Their Interpolation Function",2010,2010-01-01,87,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5067030524,Mehmet Açıkgöz,https://orcid.org/0000-0003-1091-9697,https://openalex.org/I197907453,Akdeniz University,https://ror.org/01m59r132,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2132946020,https://doi.org/10.1155/2010/769095,"A New Generating Function of (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>q</mml:mi><mml:mtext>-</mml:mtext></mml:mrow></mml:math>) Bernstein-Type Polynomials and Their Interpolation Function",2010,2010-01-01,87,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5067030524,Mehmet Açıkgöz,https://orcid.org/0000-0003-1091-9697,https://openalex.org/I59738393,Gaziantep University,https://ror.org/020vvc407,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2051979894,https://doi.org/10.1155/2013/725952,On Uncertainty Principle for Quaternionic Linear Canonical Transform,2013,2013-01-01,85,False,Abstract and Applied Analysis,Fractional Fourier Transform Analysis,Mathematics,https://openalex.org/A5016962594,Kit Ian Kou,https://orcid.org/0000-0003-1924-9087,https://openalex.org/I204512498,University of Macau,https://ror.org/01r4q9n85,MO,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2051979894,https://doi.org/10.1155/2013/725952,On Uncertainty Principle for Quaternionic Linear Canonical Transform,2013,2013-01-01,85,False,Abstract and Applied Analysis,Fractional Fourier Transform Analysis,Mathematics,https://openalex.org/A5064468337,Jianyu Ou,,https://openalex.org/I204512498,University of Macau,https://ror.org/01r4q9n85,MO,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2051979894,https://doi.org/10.1155/2013/725952,On Uncertainty Principle for Quaternionic Linear Canonical Transform,2013,2013-01-01,85,False,Abstract and Applied Analysis,Fractional Fourier Transform Analysis,Mathematics,https://openalex.org/A5088538349,J. Morais,https://orcid.org/0000-0001-7045-0224,https://openalex.org/I60858718,University of Aveiro,https://ror.org/00nt41z93,PT,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2084256931,https://doi.org/10.1155/2011/561245,Fixed Points of Geraghty-Type Mappings in Various Generalized Metric Spaces,2011,2011-01-01,84,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5016790436,Dušan Lj. Djukić,https://orcid.org/0000-0002-7748-4379,https://openalex.org/I4068193,University of Belgrade,https://ror.org/02qsmb048,RS,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2084256931,https://doi.org/10.1155/2011/561245,Fixed Points of Geraghty-Type Mappings in Various Generalized Metric Spaces,2011,2011-01-01,84,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5051410788,Zoran Kadelburg,https://orcid.org/0000-0001-9103-713X,https://openalex.org/I4068193,University of Belgrade,https://ror.org/02qsmb048,RS,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2084256931,https://doi.org/10.1155/2011/561245,Fixed Points of Geraghty-Type Mappings in Various Generalized Metric Spaces,2011,2011-01-01,84,False,Abstract and Applied Analysis,Fixed Point Theorems in Metric Spaces,Mathematics,https://openalex.org/A5032620709,Stojan Radenović,https://orcid.org/0000-0001-8254-6688,https://openalex.org/I4068193,University of Belgrade,https://ror.org/02qsmb048,RS,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2169234696,https://doi.org/10.1155/2011/896483,Logarithmically Complete Monotonicity Properties Relating to the Gamma Function,2011,2011-01-01,83,False,Abstract and Applied Analysis,Matrix Inequalities and Geometric Means,Mathematics,https://openalex.org/A5072943339,Tie‐Hong Zhao,https://orcid.org/0000-0002-6394-1049,https://openalex.org/I3018263800,Huzhou University,https://ror.org/04mvpxy20,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2169234696,https://doi.org/10.1155/2011/896483,Logarithmically Complete Monotonicity Properties Relating to the Gamma Function,2011,2011-01-01,83,False,Abstract and Applied Analysis,Matrix Inequalities and Geometric Means,Mathematics,https://openalex.org/A5046314241,Yu‐Ming Chu,https://orcid.org/0000-0002-0944-2134,https://openalex.org/I3018263800,Huzhou University,https://ror.org/04mvpxy20,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2169234696,https://doi.org/10.1155/2011/896483,Logarithmically Complete Monotonicity Properties Relating to the Gamma Function,2011,2011-01-01,83,False,Abstract and Applied Analysis,Matrix Inequalities and Geometric Means,Mathematics,https://openalex.org/A5100403938,Hua Wang,https://orcid.org/0000-0002-2605-5697,https://openalex.org/I56934997,Changsha University of Science and Technology,https://ror.org/03yph8055,CN,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2042173778,https://doi.org/10.1155/2008/485706,Slowly Oscillating Continuity,2008,2008-01-01,83,False,Abstract and Applied Analysis,Statistical Convergence in Approximation Theory and Functional Analysis,Mathematics,https://openalex.org/A5091371964,Hüseyi̇n Çakallı,https://orcid.org/0000-0001-7344-5826,https://openalex.org/I44457188,Maltepe University,https://ror.org/004dg2369,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2013830829,https://doi.org/10.1155/2008/192679,Minimization of Tikhonov Functionals in Banach Spaces,2008,2008-01-01,83,False,Abstract and Applied Analysis,Inverse Problems in Mathematical Physics and Imaging,Mathematics,https://openalex.org/A5004239935,Thomas Bonesky,,https://openalex.org/I180437899,University of Bremen,https://ror.org/04ers2y35,DE,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2013830829,https://doi.org/10.1155/2008/192679,Minimization of Tikhonov Functionals in Banach Spaces,2008,2008-01-01,83,False,Abstract and Applied Analysis,Inverse Problems in Mathematical Physics and Imaging,Mathematics,https://openalex.org/A5081419273,Kamil S. Kazimierski,https://orcid.org/0000-0003-3350-1699,https://openalex.org/I180437899,University of Bremen,https://ror.org/04ers2y35,DE,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2013830829,https://doi.org/10.1155/2008/192679,Minimization of Tikhonov Functionals in Banach Spaces,2008,2008-01-01,83,False,Abstract and Applied Analysis,Inverse Problems in Mathematical Physics and Imaging,Mathematics,https://openalex.org/A5018483872,Peter Maaß,https://orcid.org/0000-0003-1448-8345,https://openalex.org/I180437899,University of Bremen,https://ror.org/04ers2y35,DE,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2013830829,https://doi.org/10.1155/2008/192679,Minimization of Tikhonov Functionals in Banach Spaces,2008,2008-01-01,83,False,Abstract and Applied Analysis,Inverse Problems in Mathematical Physics and Imaging,Mathematics,https://openalex.org/A5021686299,Frank Schöpfer,,https://openalex.org/I190134885,Helmut Schmidt University,https://ror.org/04e8jbs38,DE,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2013830829,https://doi.org/10.1155/2008/192679,Minimization of Tikhonov Functionals in Banach Spaces,2008,2008-01-01,83,False,Abstract and Applied Analysis,Inverse Problems in Mathematical Physics and Imaging,Mathematics,https://openalex.org/A5083589911,Thomas Schuster,https://orcid.org/0000-0002-2667-8691,https://openalex.org/I190134885,Helmut Schmidt University,https://ror.org/04e8jbs38,DE,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2114093641,https://doi.org/10.1155/2013/947986,The Time-Fractional Coupled-Korteweg-de-Vries Equations,2013,2013-01-01,83,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5082823020,Abdon Atangana,https://orcid.org/0000-0002-1886-3125,https://openalex.org/I26999989,University of the Free State,https://ror.org/009xwd568,ZA,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2114093641,https://doi.org/10.1155/2013/947986,The Time-Fractional Coupled-Korteweg-de-Vries Equations,2013,2013-01-01,83,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5057778609,Aydın Seçer,https://orcid.org/0000-0002-8372-2441,https://openalex.org/I4101805,Yıldız Technical University,https://ror.org/0547yzj13,TR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2114579204,https://doi.org/10.1155/2014/958563,"Some Subordination Results on<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""M1""><mml:mrow><mml:mi>q</mml:mi></mml:mrow></mml:math>-Analogue of Ruscheweyh Differential Operator",2014,2014-01-01,83,False,Abstract and Applied Analysis,Geometric Function Theory and Complex Analysis,Mathematics,https://openalex.org/A5066445076,Huda Aldweby,https://orcid.org/0000-0002-9672-7970,https://openalex.org/I885383172,National University of Malaysia,https://ror.org/00bw8d226,MY,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W2114579204,https://doi.org/10.1155/2014/958563,"Some Subordination Results on<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""M1""><mml:mrow><mml:mi>q</mml:mi></mml:mrow></mml:math>-Analogue of Ruscheweyh Differential Operator",2014,2014-01-01,83,False,Abstract and Applied Analysis,Geometric Function Theory and Complex Analysis,Mathematics,https://openalex.org/A5018818902,Maslina Darus,https://orcid.org/0000-0001-9138-916X,https://openalex.org/I885383172,National University of Malaysia,https://ror.org/00bw8d226,MY,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1990193918,https://doi.org/10.1155/2014/631419,Stability for Caputo Fractional Differential Systems,2014,2014-01-01,83,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5016229974,Sung Kyu Choi,https://orcid.org/0000-0002-6878-3385,https://openalex.org/I196345858,Chungnam National University,https://ror.org/0227as991,KR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1990193918,https://doi.org/10.1155/2014/631419,Stability for Caputo Fractional Differential Systems,2014,2014-01-01,83,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5069937427,Bowon Kang,,https://openalex.org/I196345858,Chungnam National University,https://ror.org/0227as991,KR,education
Abstract and Applied Analysis,https://www.hindawi.com/journals/aaa/,,https://openalex.org/S54871839,"1085-3375, 1687-0409",Abstract and Applied Analysis,5461,48796,GB,https://api.openalex.org/works?filter=primary_location.source.id:S54871839,https://openalex.org/W1990193918,https://doi.org/10.1155/2014/631419,Stability for Caputo Fractional Differential Systems,2014,2014-01-01,83,False,Abstract and Applied Analysis,Anomalous Diffusion Modeling and Analysis,Mathematics,https://openalex.org/A5018584595,Namjip Koo,https://orcid.org/0000-0003-0180-9007,https://openalex.org/I196345858,Chungnam National University,https://ror.org/0227as991,KR,education
