,id,title,publication_date,doi,cited_by_count,,authors,locations,location_count,publication_year
151,https://openalex.org/W4322020451,Learning Geo-Edu-Ethics at Junior High School,2023-05-15,https://doi.org/10.5194/egusphere-egu23-17130,0,,"Gloria Gordini, Elena Astore",submittedVersion - https://doi.org/10.5194/egusphere-egu23-17130,1,2023
152,https://openalex.org/W4322210535,COSC-2 and the importance of scientific drilling: discovery of an unexpected Proterozoic igneous and Lower Palaeozoic sedimentary succession beneath the Caledonian nappes,2023-05-15,https://doi.org/10.5194/egusphere-egu23-13822,0,,"Oliver Lehnert, Mark W. Anderson, Simon Cuthbert",submittedVersion - https://doi.org/10.5194/egusphere-egu23-13822,1,2023
153,https://openalex.org/W4322399277,Post-Pandemic Coping with Social Inequalities: Palliative Care in the Age of Covid-19 Pandemic,2023-01-24,https://doi.org/10.5281/zenodo.7565288,0,,Isidora Jarić,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7565288,1,2023
154,https://openalex.org/W4322714447,Managerial Competence of School Principals in Implementing Learning After the Covid-19 Pandemic in Elementary Schools,2023-02-27,https://doi.org/10.5281/zenodo.7680433,0,,"Dwi Hardaningtyas, Rudy Handoko, Bambang Kusbandrijo",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7680433,1,2023
155,https://openalex.org/W4322714537,A DESQUALIFICAÇÃO DAS VACINAS CONTRA A COVID 19 E A NECESSIDADE DO TRABALHO INTERDISCIPLINAR,2023-02-27,https://doi.org/10.5281/zenodo.7682659,0,,"Ingrid Ayumi Yamaguchi Kasai, João Adalberto Campato, Marcelo Hsiao","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7682659, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7713568",2,2023
156,https://openalex.org/W4322759026,Financial Statement Fraud Detection Using Diamond Theory Analysis and Covid-19,2023-03-01,https://doi.org/10.5281/zenodo.7687875,0,,"M. Alaydrus Guntur Pamungkas, Eskasari PutrEskasari Putr",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7687875,1,2023
157,https://openalex.org/W4322759633,Rhino Maxillary Mucormycosis During the Covid-19 Third Wave: A Case Report,2023-03-02,https://doi.org/10.5281/zenodo.7691927,0,,"Dr.Kalpana Poudel, Gopa Kumar R Nair, Saroj Poudel, Saroj Pokhrel, Jyoti Gupta, Rekha Poudel, Krishna Gopal Sharma, Kushdeeep Kumar Gupta",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7691927,1,2023
158,https://openalex.org/W4322760069,"Initial clinical, laboratory and radiological features of COVID-19 patients and their impact on the course of the disease",2023-03-02,https://doi.org/10.5281/zenodo.7693335,0,,"Mateusz Maligłówka, Łukasz Bułdak, Marcin Cyrnek, Marcin Hachuła, Michał Kosowski, Marcin Basiak, Witold Szkróbka, Joanna Bosowska, Maciej Cebula, Michał Holecki, Bogusław Okopień","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7693335, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7693350",2,2023
159,https://openalex.org/W4322760117,"Initial clinical, laboratory and radiological features of COVID-19 patients and their impact on the course of the disease",2023-03-02,https://doi.org/10.5281/zenodo.7693350,0,,"Mateusz Maligłówka, Łukasz Bułdak, Marcin Cyrnek, Marcin Hachuła, Michał Kosowski, Marcin Basiak, Witold Szkróbka, Joanna Bosowska, Maciej Cebula, Michał Holecki, Bogusław Okopień","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7693350, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7693335",2,2023
160,https://openalex.org/W4323083218,Analysis of SEIR Model for Effectiveness of Religious Leaders on Non-Pharmaceutical and Pharmaceutical Interventions against Covid -19 Spread In Kenya,2023-02-27,https://doi.org/10.5281/zenodo.7680765,0,,"Cecilia Mutua, Mark Kimathi, Charles Ndambuki Muli",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7680765,1,2023
161,https://openalex.org/W4323352078,Marketing + Medicine: Using Marketing Theory to Improve Patient Choices and Outcomes,2023-03-06,https://doi.org/10.52843/cassyni.1wwpvx,0,,Stacy Wood,submittedVersion - https://doi.org/10.52843/cassyni.1wwpvx,1,2023
162,https://openalex.org/W4323650339,Solutions to Attract Businesses to Choose Investment in the Nghi Son Economic Zone (Vietnam) in Post-Covid 19 Period,2023-03-09,https://doi.org/10.5281/zenodo.7712094,0,,"Le Thi Tuyet Lan, Ph.D Nguyen Thi Loan",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7712094,1,2023
163,https://openalex.org/W4323800905,"ASSESSMENT OF KNOWLEDGE, ATTITUDE AND PRACTICE ON COVID-19 PREVENTIVE GUIDELINES AMONG CLINICAL STUDENTS OF CHUKWUEMEKA ODUMEGWU OJUKWU UNIVERITY TEACHING HOSPITAL, AMAAKU, AWKA, ANAMBRA STATE",2023-03-04,https://doi.org/10.5281/zenodo.7697876,0,,"I. G. Eyisi, I. A. Njelita, J. Akabuike, C. Nwachukwu, C. S. Eyisi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7697876,1,2023
164,https://openalex.org/W4323867784,A DESQUALIFICAÇÃO DAS VACINAS CONTRA A COVID 19 E A NECESSIDADE DO TRABALHO INTERDISCIPLINAR,2023-02-27,https://doi.org/10.5281/zenodo.7713568,0,,"Ingrid Ayumi Yamaguchi Kasai, João Adalberto Campato","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7713568, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7682659",2,2023
165,https://openalex.org/W4327632520,"GESTÃO ESTRATÉGICA DA SAÚDE PÚBLICA: ANÁLISE DOS DESAFIOS ENFRENTADOS PARA O ATENDIMENTO ÀS DOENÇAS CARDIOVASCULARES, NO CONTEXTO DA PANDEMIA DE COVID-19",2023-03-16,https://doi.org/10.5281/zenodo.7742136,0,,"Jorge Luiz da Rocha, José Rocha Moreira, Luiz Antonio Silva de Azevedo",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7742136,1,2023
166,https://openalex.org/W4327633316,COVID-19 NA GESTAÇÃO: IMPACTOS NA SAÚDE MATERNO-INFANTIL,2023-03-16,https://doi.org/10.5281/zenodo.7742580,0,,"Carine Vitória Lemes Ferreira, Esther Sampaio Fontenele, Dheniffer Greenhalgh Ferraz, Luana Almeida dos Santos, Amanda Ferreira da Silva, Carlos Alves Pessoa, Darlene Andrade Oliveira, Francisco Ivo de Pinho Meneses, Maria Ramonielly Feitosa Rodrigues Carvalho, Paloma Santa Rosa Alves, Mirian Santos Silva Conceição, Daislaine de Jesus Lima, Raquel Lôbo de Almeida, Nelson Rodrigues Santos, Debora Luiza Gaitkoski Ferreira, Raquel Serra de Souza",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7742580,1,2023
167,https://openalex.org/W4327669312,THE EFFECT OF COVID-19 PANDEMIC ON INDIAN CINEMA: THE RISE OF OTT VIEWERSHIP,2023-03-17,https://doi.org/10.5281/zenodo.7746030,0,,"Ms. Yashoda L, Ms. Babitha B S, Ms. Vaibhavi J",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7746030,1,2023
168,https://openalex.org/W4327692152,An evaluation of the laboratory and clinical data of the Crimean-Congo hemorrhagic fever patients during the COVID-19 pandemic,2023-01-14,,0,,"Pınar Öner, Müge Özgüler",submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/omujecm/issue/76176/1234211,1,2023
169,https://openalex.org/W4327890812,Civil and Military Synergism at Soekarno-Hatta International Airport in Preventing the Transmission of Covid-19,2023-03-20,https://doi.org/10.5281/zenodo.7751148,0,,"Nadiva Awalia Rahmah, Christine Sri Marnani, Fauzi Bahar",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7751148,1,2023
170,https://openalex.org/W4327891121,"Trends Of Touristsvisitors During Pre And Post Covid-19to Varanasi, Uttar Pradesh",2023-02-28,https://doi.org/10.5281/zenodo.7752442,0,,"Harpreet Singh, Mrs. Gauri Hanspal, Mr. Ratul Roy Chaudhury",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7752442,1,2023
171,https://openalex.org/W4353011143,Salary Stoppage amidst COVID-19 Lockdown and Coping Strategies by Members of the Academic Staff Union of Universities (ASUU) in Nigeria,2023-03-22,https://doi.org/10.5281/zenodo.7758791,0,,"Paulinus S. Okah, Christian Chidozie Iyiani, Gabriel U Aghedo",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7758791,1,2023
172,https://openalex.org/W4353011603,A Qualitative Research on The Problems Faced by Hospital Staff Regarding Social Stugma in The Covid-19 Epidemid and Solutions Suggestions,2023-03-22,https://doi.org/10.5281/zenodo.7759701,0,,"Nilay GEMLİK, Neslihan KARS, İbrahim AVCI","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7759701, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7761243",2,2023
173,https://openalex.org/W4360598623,A Qualitative Research on The Problems Faced by Hospital Staff Regarding Social Stugma in The Covid-19 Epidemid and Solutions Suggestions,2023-03-22,https://doi.org/10.5281/zenodo.7761243,0,,"Nilay GEMLİK, Neslihan KARS, İbrahim AVCI","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7761243, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7759701",2,2023
174,https://openalex.org/W4360797163,Demographic Factors Influencing Consumer Behavior on Online Grocery Shopping During COVID-19: Evidence from Bangladesh,2023-03-24,https://doi.org/10.5281/zenodo.7767399,0,,"Asaf Ud Daula, Sarfraz Hassan",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7767399,1,2023
175,https://openalex.org/W4360934878,Medical inpatient facilities' susceptibility within the context of the COVID-19 pandemic. Case study of the Czech Republic!,2023-03-31,https://doi.org/10.5281/zenodo.7770021,0,,"Ivana Kabarová, Pavel Danihelka, Lenka Schreiberová, Kristýna Vavrečková",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7770021,1,2023
176,https://openalex.org/W4362517527,Impactos da pandemia de Covid-19 na qualidade de vida e satisfação no trabalho dos profissionais de saúde no Brasil,2023-04-03,https://doi.org/10.5281/zenodo.7799003,0,,"Paulo de Tássio Costa de Abreu, Simone Santos Souza, Luiz Fernando Quintanilha","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7799003, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7794841",2,2023
177,https://openalex.org/W4362525173,Data from COVID-19 Infections and Clinical Outcomes in Patients with Multiple Myeloma in New York City: A Cohort Study from Five Academic Centers,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550092,0,,"Malin Hultcrantz, Joshua Richter, Cara A. Rosenbaum, Dhwani Patel, Eric L. Smith, Neha Korde, Sydney X. Lu, Sham Mailankody, Urvi A. Shah, Alexander M. Lesokhin, Hani Hassoun, Carlyn Tan, Francesco Maura, Andriy Derkach, Benjamin Diamond, Adriana Rossi, Roger Pearse, Deepu Madduri, Ajai Chari, David Kaminetzsky, Marc Braunstein, Christian Gordillo, Ran Reshef, Ying Taur, Faith E. Davies, Sundar Jagannath, Rubén Niesvizky, Suzanne Lentzsch, Gareth J. Morgan, Ola Landgren",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550092,1,2023
178,https://openalex.org/W4362540097,Figures S1-S5 and Tables S1-S3 from Preexisting and Post–COVID-19 Immune Responses to SARS-CoV-2 in Patients with Cancer,2023-04-03,https://doi.org/10.1158/2159-8290.22539212.v1,0,,"Tatjana Bilich, Malte Roerden, Yacine Maringer, Annika Nelde, Jonas S. Heitmann, Marissa L. Dubbelaar, Andreas Peter, Sebastian Hörber, Jens Bauer, Jonas Rieth, Marcel Wacker, Fiamma Berner, Lukas Flatz, Stefanie Andrea Erika Held, Peter Brossart, Melanie Märklin, P. Wagner, Eva Erne, Reinhild Klein, Hans‐Georg Rammensee, Helmut R. Salih, Juliane S. Walz",submittedVersion - https://doi.org/10.1158/2159-8290.22539212.v1,1,2023
179,https://openalex.org/W4362545382,Data from Case Fatality Rate of Cancer Patients with COVID-19 in a New York Hospital System,2023-04-03,https://doi.org/10.1158/2159-8290.c.6547759.v1,0,,"Vikas Mehta, Sanjay Goel, Rafi Kabarriti, D. J. A. Cole, Mendel Goldfinger, Ana Acuña-Villaorduña, Kith Pradhan, Raja Thota, Stan Reissman, Joseph A. Sparano, Benjamin A. Gartrell, Richard V. Smith, Nitin Ohri, Madhur Garg, Andrew D. Racine, Shalom Kalnicki, Román Pérez-Soler, Balázs Halmos, Amit Verma",submittedVersion - https://doi.org/10.1158/2159-8290.c.6547759.v1,1,2023
180,https://openalex.org/W4362546694,Data from COVID-19 Infections and Clinical Outcomes in Patients with Multiple Myeloma in New York City: A Cohort Study from Five Academic Centers,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550092.v1,0,,"Malin Hultcrantz, Joshua Richter, Cara A. Rosenbaum, Dhwani Patel, Eric L. Smith, Neha Korde, Sydney X. Lu, Sham Mailankody, Urvi A. Shah, Alexander M. Lesokhin, Hani Hassoun, Carlyn Tan, Francesco Maura, Andriy Derkach, Benjamin Diamond, Adriana Rossi, Roger Pearse, Deepu Madduri, Ajai Chari, David Kaminetzsky, Marc Braunstein, Christian Gordillo, Ran Reshef, Ying Taur, Faith E. Davies, Sundar Jagannath, Rubén Niesvizky, Suzanne Lentzsch, Gareth J. Morgan, Ola Landgren",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550092.v1,1,2023
181,https://openalex.org/W4362546726,Data from Predictors of Humoral Response to SARS-CoV-2 Vaccination after Hematopoietic Cell Transplantation and CAR T-cell Therapy,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550392.v1,0,,"Roni Tamari, Ioannis Politikos, David A. Knorr, Santosha A. Vardhana, Jennifer Young, LeeAnn T. Marcello, Sital Doddi, Sean M. Devlin, Lakshmi Ramanathan, Melissa S. Pessin, Erica Dunn, Meighan Palazzo, Christina D. Bravo, Genovefa A. Papanicolaou, Mini Kamboj, Miguel‐Angel Perales, David J. Chung, Gunjan L. Shah",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550392.v1,1,2023
182,https://openalex.org/W4362546982,Data from Disease- and Therapy-Specific Impact on Humoral Immune Responses to COVID-19 Vaccination in Hematologic Malignancies,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550494.v1,0,,"David J. Chung, Gunjan L. Shah, Sean M. Devlin, Lakshmi Ramanathan, Sital Doddi, Melissa S. Pessin, Elizabeth Hoover, LeeAnn T. Marcello, Jennifer Young, Sawsan R. Boutemine, Edith Serrano, Saumya Sharan, Saddia Momotaj, Lauren Margetich, Christina D. Bravo, Genovefa A. Papanicolaou, Mini Kamboj, Anthony R. Mato, Lindsey E. Roeker, Malin Hultcrantz, Sham Mailankody, Alexander M. Lesokhin, Santosha A. Vardhana, David A. Knorr",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550494.v1,1,2023
183,https://openalex.org/W4362547057,Data from Patients Recently Treated for B-lymphoid Malignancies Show Increased Risk of Severe COVID-19,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550638.v1,0,,"Samuel M. Rubinstein, Divaya Bhutani, Ryan C. Lynch, Chih–Yuan Hsu, Yu Shyr, Shailesh Advani, Ruben A. Mesa, Sanjay Mishra, Daniel P. Mundt, Dimpy P. Shah, R. Alejandro Sica, Keith Stockerl-Goldstein, Catherine Stratton, Matthias Weiß, Alicia Beeghly‐Fadiel, Melissa K. Accordino, Sarit Assouline, Joy Awosika, Ziad Bakouny, Babar Bashir, Stephanie Berg, Mehmet Asım Bilen, Cecilia A. Castellano, Jacob C. Cogan, Devendra KC, Christopher R. Friese, Shilpa Gupta, Daniel Hausrath, Clara Hwang, Nathalie A. Johnson, Monika Joshi, Anup Kasi, Elizabeth J. Klein, Vadim S. Koshkin, Nicole M. Kuderer, Daniel H. Kwon, Chris Labaki, Tahir Latif, Eric Lau, Xuanyi Li, Gary H. Lyman, Rana R. McKay, Gayathri Nagaraj, Amanda Nizam, Taylor K. Nonato, Adam J. Olszewski, Hyma Polimera, Andrew J. Portuguese, Matthew Puc, Pedram Razavi, Rachel Rosovski, Andrew Schmidt, Sumit Shah, Aditi Shastri, Christopher Su, Pallawi Torka, Trisha M. Wise‐Draper, Leyre Zubiri, Jeremy L. Warner, Michael A. Thompson",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550638.v1,1,2023
184,https://openalex.org/W4362547084,Data from CD20-Targeted Therapy Ablates &lt;i&gt;De Novo&lt;/i&gt; Antibody Response to Vaccination but Spares Preestablished Immunity,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550647.v1,0,,"Tanaya Shree, Vishnu Shankar, Julian J.K. Lohmeyer, Debra K. Czerwinski, Joseph Schroers‐Martin, Gladys M. Rodriguez, Sara Beygi, Alyssa M. Kanegai, Karen S. Corbelli, Etelka Gabriel, David M. Kurtz, Michael S. Khodadoust, Neel K. Gupta, Lauren S. Maeda, Ranjana H. Advani, Ash A. Alizadeh, Ronald Levy",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550647.v1,1,2023
185,https://openalex.org/W4362547179,Data from Anti-spike T-cell and Antibody Responses to SARS-CoV-2 mRNA Vaccines in Patients with Hematologic Malignancies,2023-04-04,https://doi.org/10.1158/2643-3230.c.6550961.v1,0,,"Lee M. Greenberger, Larry A. Saltzman, Lore Gruenbaum, Jun Xu, Sneha T. Reddy, Jonathon W. Senefeld, Patrick W. Johnson, Paul Fields, Catherine Sanders, Louis J. DeGennaro, Gwen Nichols",submittedVersion - https://doi.org/10.1158/2643-3230.c.6550961.v1,1,2023
186,https://openalex.org/W4362558266,Supplementary Figure from Prolonged SARS-CoV-2 Infection in Patients with Lymphoid Malignancies,2023-04-03,https://doi.org/10.1158/2159-8290.22540748.v1,0,,"Christina Y. Lee, Monika K. Shah, David Hoyos, Alexander Solovyov, Melanie Douglas, Ying Taur, P. Maslak, N. Esther Babady, Benjamin Greenbaum, Mini Kamboj, Santosha A. Vardhana",submittedVersion - https://doi.org/10.1158/2159-8290.22540748.v1,1,2023
187,https://openalex.org/W4362617907,AACR COVID-19 and Cancer Task Force from Priority COVID-19 Vaccination for Patients with Cancer while Vaccine Supply Is Limited,2023-04-03,https://doi.org/10.1158/2159-8290.22535269,0,,"Antoni Ribas, Rajarshi Sengupta, Trevan Locke, Sayyed K. Zaidi, Katie M. Campbell, John M. Carethers, Elizabeth M. Jaffee, E. John Wherry, Jean‐Charles Soria, Gypsyamber D’Souza","submittedVersion - https://doi.org/10.1158/2159-8290.22535269, submittedVersion: University of Illinois at Chicago - https://figshare.com/articles/journal_contribution/AACR_COVID-19_and_Cancer_Task_Force_from_Priority_COVID-19_Vaccination_for_Patients_with_Cancer_while_Vaccine_Supply_Is_Limited/22535269",2,2023
188,https://openalex.org/W4363681856,"VIOLÊNCIA DE GÊNERO DURANTE A PANDEMIA DE COVID-19 E AS REFLEXÕES PROPOSTAS PELO SERVIÇO SOCIAL PARA ENFRENTAMENTO DESTA EXPRESSÃO DA ""QUESTÃO SOCIAL""",2023-04-10,https://doi.org/10.5281/zenodo.7814617,0,,Deborah Maria Cavalcante de Souza Andrade,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7814617,1,2023
189,https://openalex.org/W4363682492,COVID 19 KASALLIGINI O'TKAZGAN BEMORLARDA KASALLIK KECHISHINI JIGAR FUNKSIONAL KO'RSATKICHLARI.,2023-04-11,https://doi.org/10.5281/zenodo.7817766,0,,"No'monova Go'zaloy Davronbek qizi, Soliyev A.Q.","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7817766, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7730090",2,2023
190,https://openalex.org/W4364395851,MEDIDAS TRIBUTÁRIAS ADOTADAS PELO GOVERNO FEDERAL EM RESPOSTA A PANDEMIA DE COVID-19 – ALGUNS IMPACTOS E CONSEQUÊNCIAS,2023-04-12,https://doi.org/10.5281/zenodo.7821707,0,,"Carla Duarte da Silva, Cleonice Almeida de Sousa, Orientador Prof° Magno Santana Azevedo",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7821707,1,2023
191,https://openalex.org/W4365440912,"FEATURES OF THE CLINICAL COURSE OF CAD IN PATIENTS WITH COVID-19, DEPENDING ON THE PRESENCE OF METABOLIC SYNDROME",2023-04-13,https://doi.org/10.5281/zenodo.7824242,0,,Ташкенбаева Элеонора Негматовна,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7824242,1,2023
192,https://openalex.org/W4365442002,"The Impact of Stock Selection, Market Timing and Equity Fund Size on Equity Funds Performance during Covid-19",2023-04-13,https://doi.org/10.5281/zenodo.7825154,0,,"Arifin Hasudungan Manurung, Pardomuan Robinson Sihombing",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7825154,1,2023
193,https://openalex.org/W4365817847,MADM for Assessment the Nurses Knowledge and their  Attitudes During Covid-19 Spread in Mosul City in the  Perspective of Neutrosophic Environment,2023-04-16,https://doi.org/10.5281/zenodo.7832719,0,,"Ihsan H. Zainel, Huda E. Khalid",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7832719,1,2023
194,https://openalex.org/W4365989694,A Comparative Study of Fuzzy Cognitive Maps and Neutrosophic Cognitive Maps on Covid Variants,2023-04-16,https://doi.org/10.5281/zenodo.7832763,0,,"Regan Murugesan, Yamini Parthiban, R. Narmada Devi",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7832763,1,2023
195,https://openalex.org/W4366301791,O PAPEL DO FARMACÊUTICO COMUNITÁRIO NA PROMOÇÃO E PREVENÇÃO DO CONTROLE EFETIVOS E O USO SEGURO DE MEDICAMENTOS PARA A POPULAÇÃO DURANTE A PANDEMIA DE COVID-19,2023-04-18,https://doi.org/10.5281/zenodo.7841851,0,,"Marcos Vinicius de Oliveira Alencar, Omero Martins Rodrigues",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7841851,1,2023
196,https://openalex.org/W4366350426,Perception of covid-19 vaccine in pregnant women,2023-04-19,https://doi.org/10.5281/zenodo.7844634,0,,"Shalini Ojha, Usha Rathod",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7844634,1,2023
197,https://openalex.org/W4366363496,A IMPORTÂNCIA DOS RITUAIS RELIGIOSOS APÓS A MORTE COMO PROTETORES DA SAÚDE MENTAL NO ÂMBITO DA PANDEMIA PELA COVID-19,2023-04-19,https://doi.org/10.5281/zenodo.7847335,0,,"Pedro Henrique Santos de Jesus, Yann Gonçalves Fernandes da Costa, Judith Costa Neta, Victor Petersen Dantas Moreno, Andrey Melo Campos, Mathias Luca Melo Alves, Alexandre Magno Teixeira de Melo, Yan Alves Rocha, Horley Soares Britto Neto, Icaro Celso Gomes Menezes, Déborah Pimentel, Maria Júlia Nardelli",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7847335,1,2023
198,https://openalex.org/W4366572985,Performance Evaluation of Online Education Management during COVID-19 Situation in Bangladesh,2023-04-20,https://doi.org/10.5281/zenodo.7848437,0,,"Md. Iftekhar Arif, Md. Shahidul Islam, Dr. Md. Shahnur Azad Chowdhury, Mohammad Jonaed Kabir, Manjurul Alam Mazumder",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7848437,1,2023
199,https://openalex.org/W4367548155,Kalp ve Damar Cerrahisi Yoğun Bakım Hemşirelerinin COVID-19 Pandemi Sürecinde Mesleki Deneyimlerinin İncelenmesi,2023-02-23,,0,,"Nihal ÇELİKTÜRK, Fatma Demi̇r Korkmaz",submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/ybhd/issue/77094/1255463,1,2023
200,https://openalex.org/W4367548158,Nurses&#039; Care Experiences in the Covid-19 Pandemic: A Phenomenological Study,2023-03-30,,0,,"Duygu Yıldırım, Esra Akın Korhan, Hatice ATEŞ ARTUN, Meryem Özlem, Simay SIRMA, Sinem Çalışkan",submittedVersion: Istanbul University - https://dergipark.org.tr/tr/pub/ybhd/issue/77094/1273557,1,2023
201,https://openalex.org/W4367666723,Factors Affecting The Diagnosis And Treatment Of Non-STEMI Patients Who Were Suspected To Have COVID-19,2023-06-30,https://doi.org/10.5281/zenodo.7884207,0,,"Sara Şebnem Kılıç, Yusuf Yürümez, Hüseyin Gündüz, Sami Olkaç, Necip Gökhan GÜNER, Ensar Durmuş, Nuray Aslan",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7884207,1,2023
202,https://openalex.org/W4367666726,Factors Affecting The Diagnosis And Treatment Of Non-STEMI Patients Who Were Suspected To Have COVID-19,2023-06-30,https://doi.org/10.5281/zenodo.7884168,0,,"Sara Şebnem Kılıç, Yusuf Yürümez, Hüseyin Gündüz, Sami Olkaç, Necip Gökhan GÜNER, Ensar Durmuş, Nuray Aslan",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7884168,1,2023
203,https://openalex.org/W4367667282,COVID-19 Vaccination Acceptance among Healthcare Staff in the West of Libya,2023-05-02,https://doi.org/10.5281/zenodo.7886073,0,,"Mabroukah Amr Ishrayhah, Einass Ragab ibraheim, Wafa Mahmoud Alshaiby",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7886073,1,2023
204,https://openalex.org/W4367859623,Lesson Learned from Infections of Covid-19 Prevention: From Primary School Students' Parents in Surat Thani,2023-05-04,https://doi.org/10.5281/zenodo.7895928,0,,"Kamonrod Iamsaard, Siriyakorn Suriyan, Olivia Timm-Ego",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7895928,1,2023
205,https://openalex.org/W4367859759,Improving the Competency of Early Childhood Education Students in Vietnam in the Post-COVID-19 Era,2023-05-04,https://doi.org/10.5281/zenodo.7895761,0,,"Nguyen Ngoc Trang, Nguyễn Lan Phương",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7895761,1,2023
206,https://openalex.org/W4367860488,Perbedaan Risiko dan Return Saham Sebelum dan Saat Covid-19 Pada Sektor Aneka Industri  di Bursa Efek Indonesia,2023-05-04,https://doi.org/10.5281/zenodo.7894421,0,,Randy Hidayat,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7894421,1,2023
207,https://openalex.org/W4372324476,Cost behaviour and reporting frequency during the COVID-19 outbreak,2023-05-04,https://doi.org/10.52843/cassyni.zc53fc,0,,Jesper Haga,submittedVersion - https://doi.org/10.52843/cassyni.zc53fc,1,2023
208,https://openalex.org/W4375871006,IMPACTOS PSICOLÓGICOS E NA SAÚDE MENTAL E A PANDEMIA DO COVID-19 NO ENSINO SUPERIOR,2023-05-08,https://doi.org/10.5281/zenodo.7908876,0,,"Luciana Carcuchinski da Silva, Brunna Shaienny da Silva Dantez, Juliana Cristina Nascimento Machado, Renata Dario Uranik, Gabriel Arruda Burani",submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7908876,1,2023
209,https://openalex.org/W4376102914,Infection patterns and sructural analysis of spike protein of COVID-19 variants in Peninsular Malaysia,2023-05-10,https://doi.org/10.5281/zenodo.7916921,0,,Liyana Azmi,submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7916921,1,2023
210,https://openalex.org/W4376317319,Challenges of a Sales Manager Under Covid-19 Crises: A Case of Golden Pearl,2023-05-13,https://doi.org/10.5281/zenodo.7931770,0,,"Muhammad Ali, Muhammad Ahsan Mushtaq","submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/7931770, submittedVersion: European Organization for Nuclear Research - https://zenodo.org/record/8278895",2,2023
